time,open,high,low,close,Volume,Volume MA,VMA,Edge Line,Oversold,Oversold,Plot,Plot,Plot,VMA,UpperBand,LowerBand,VMA,UpperBand,LowerBand,VMA,UpperBand,LowerBand,VMA,UpperBand,LowerBand,VMA,Plot,Plot,VMA,Edge Line,super_trend_up,super_trend_down,smack_down,up_smack,Shapes,stop_loss,VMA,Edge Line,first smack,long trailingn stop,short trailingn stop,stop_percentage,actual_stop,third smack,second smack,first smack,first smack,elliot wave ocolator,vwaprizz14,vwaprizz14_ema,Plot,Plot,RIZZY-2,a boaring middle line,a_boaring_line,a_boaring_line,buy,sell_sig,sell_sig,sell_sig,sell_sig,test,rizzy,sto1,sto2,Plot,Plot,weeklysto1,weeklysto2,monthlysto1,monthlysto2,Plot,Plot,storeversal,sto oversold,buyssto,,third smack,weeklyup,monthlyup
1596564900,14.71,14.75,14.6,14.69,900,509.6,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.7,14.79,14.845463051112096,14.28357494268853,14.28357494268853,15.470496930784918,0,0,1,14.308,14.845463051112096,14.28357494268853,1,14.339299955485615,15.180700044514385,13.865499999999999,13.965,0,0,0,0,1,50.62755642972538,55.058895036609954,50.62755642972538,55.058895036609954,26.68482668027336,50,90,10,0,0,0,0,0,0,26.68482668027336,60.555555555555486,65.55555555555563,60.555555555555486,65.55555555555563,100,100,0,0,100,100,0,0,0,0,0,1,0
1596565800,14.65,14.65,14.64,14.64,300,510.75,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.69,14.71,14.804370440889679,14.28357494268853,14.28357494268853,15.40188548038101,0,0,1,14.3472,14.804370440889679,14.28357494268853,1,14.352564244379499,15.1674357556205,13.908000000000001,13.965,0,0,0,0,1,42.0566621793366,53.325263988973504,42.0566621793366,53.325263988973504,17.04771130982138,50,90,10,0,0,0,0,0,0,17.04771130982138,46.11111111111105,56.57407407407411,46.11111111111105,56.57407407407411,100,100,0,0,100,100,0,0,0,0,0,1,0
1596569400,14.52,14.52,14.52,14.52,100,500.75,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.64,14.65,14.747496352711744,14.28357494268853,14.28357494268853,15.327017656068172,0,0,1,14.2296,14.747496352711744,14.28357494268853,1,14.277381084066677,15.142618915933323,13.794,13.965,0,0,0,0,0,39.349369383463326,51.46181137490548,39.349369383463326,51.46181137490548,6.236586697428493,50,90,10,0,0,0,0,0,0,6.236586697428493,30.124716553287954,45.597127739984934,30.124716553287954,45.597127739984934,100,100,0,0,100,100,0,0,0,0,0,1,0
1596570300,14.48,14.53,14.48,14.53,700,520.75,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.52,14.52,14.693997082169396,14.28357494268853,14.28357494268853,15.259143843627761,0,0,1,14.1904,14.693997082169396,14.28357494268853,1,14.249353863776202,15.130646136223799,13.7535,13.965,0,0,0,0,0,37.66290097878038,49.62195665542213,37.66290097878038,49.62195665542213,15.199551476253234,50,90,10,0,0,0,0,0,0,15.199551476253234,17.21873364730502,31.15152043723478,17.21873364730502,31.15152043723478,100,100,0,0,100,100,0,0,0,0,0,1,0
1596636000,14.44,14.44,14.44,14.44,200,475.75,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.48,14.53,14.643197665735517,14.28357494268853,14.28357494268853,15.189281055393215,0,0,1,14.1512,14.643197665735517,14.28357494268853,1,14.216185730649329,15.123814269350671,13.718,13.965,0,0,0,0,0,28.773045899805155,46.84210188800653,28.773045899805155,46.84210188800653,5.586749589205709,50,90,10,0,0,0,0,0,0,5.586749589205709,3.8854003139716653,17.076283504854988,3.8854003139716653,17.076283504854988,100,100,0,0,100,100,0,0,0,0,0,1,0
1596638700,14.43,14.43,14.43,14.43,155,468.5,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.44,14.44,14.600558132588414,14.28357494268853,14.28357494268853,15.119725575618453,0,0,1,14.141399999999999,14.600558132588414,14.28357494268853,1,14.221101035602949,14.99889896439705,13.708499999999999,13.965,0,0,0,0,0,8.828763523739624,41.77365677277094,8.828763523739624,41.77365677277094,4.898327879240497,50,90,10,0,0,0,0,0,0,4.898327879240497,3.2051282051281427,8.103087388801717,3.2051282051281427,8.103087388801717,100,100,0,0,100,100,0,1,0,0,0,1,0
1596639600,14.595,14.595,14.595,14.595,100,453.5,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.43,14.43,14.599446506070732,14.28357494268853,14.28357494268853,15.113276994660982,0,0,1,14.3031,14.599446506070732,14.28357494268853,1,14.218343818774166,14.961656181225834,13.86525,13.965,0,0,0,0,0,8.550333031343897,37.343880273914,8.550333031343897,37.343880273914,81.22891726351929,50,90,10,0,0,0,0,0,0,81.22891726351929,11.22448979591843,6.105006105006186,11.22448979591843,6.105006105006186,100,100,0,0,100,100,1,1,0,0,0,1,0
1596642300,14.6,14.6,14.6,14.6,200,418.5,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.595,14.595,14.599557204856586,14.28357494268853,14.28357494268853,15.08913910763808,0,0,1,14.308,14.599557204856586,14.28357494268853,1,14.23292640314744,14.84707359685256,13.87,13.965,0,0,0,0,0,11.599021068314087,33.91123237983401,11.599021068314087,33.91123237983401,82.09965605814442,50,90,10,0,0,0,0,0,0,82.09965605814442,22.789115646258555,12.406244549101816,22.789115646258555,12.406244549101816,100,100,0,0,100,100,0,0,0,0,0,1,0
1596643200,14.6,14.6,14.59,14.6,300,353.5,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.6,14.6,14.59793017136209,14.28357494268853,14.28357494268853,15.067814897001936,0,0,1,14.2982,14.59793017136209,14.28357494268853,1,14.24593166006548,14.78406833993452,13.86,13.965,0,0,0,0,0,16.833565521918317,31.634210132111917,16.833565521918317,31.634210132111917,82.09965605814442,50,90,10,0,0,0,0,0,0,82.09965605814442,34.35374149659868,22.78911564625866,34.35374149659868,22.78911564625866,100,100,0,0,100,100,0,0,0,0,0,1,0
1596645000,14.55,14.55,14.4,14.4,500,312.75,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.6,14.6,14.565847418784577,14.28357494268853,14.28357494268853,15.063513411121116,0,0,1,14.112,14.565847418784577,14.28357494268853,1,14.207650827203661,14.792349172796339,13.68,13.965,1,0,0,0,0,22.188545734201895,30.37478821239058,22.188545734201895,30.37478821239058,9.748284894616674,50,90,10,0,1,0,1,0,0,9.748284894616674,23.129251700680257,26.7573696145126,23.129251700680257,26.7573696145126,100,100,0,0,100,100,0,0,0,0,0,1,0
1596646800,14.45,14.45,14.36,14.36,400,312.75,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.4,14.55,14.524677935027661,14.28357494268853,14.28357494268853,15.024855619478519,0,0,1,14.072799999999999,14.524677935027661,14.28357494268853,1,14.171747196689113,14.788252803310886,13.642,13.965,0,0,0,0,0,20.422455726883243,29.04781054765627,20.422455726883243,29.04781054765627,7.2075771153235735,50,90,10,0,0,0,0,0,0,7.2075771153235735,11.56462585034013,23.01587301587313,11.56462585034013,23.01587301587313,100,100,0,0,100,100,0,0,0,0,0,1,0
1596648600,14.35,14.35,14.35,14.35,100,277.75,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.36,14.45,14.48974234802213,14.28357494268853,14.28357494268853,14.962677515723538,0,0,1,14.062999999999999,14.48974234802213,14.28357494268853,1,14.174122396925606,14.775877603074393,13.6325,13.965,0,0,0,0,0,18.637596046735823,27.659781947533542,18.637596046735823,27.659781947533542,6.376605721973675,50,90,10,0,0,0,0,0,0,6.376605721973675,0,11.564625850340237,0,11.564625850340237,100,100,0,0,100,100,0,0,0,0,0,1,0
1596651300,14.33,14.33,14.3,14.3,200,282.75,NaN,14.28357494268853,0,0,12.999,11.761000000000001,14.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.35,14.35,14.451793878417703,14.28357494268853,14.28357494268853,14.911151990213689,0,0,1,14.014000000000001,14.451793878417703,14.28357494268853,1,14.131327940002349,14.768672059997652,13.585,13.965,0,0,0,0,0,18.119395734629677,26.387730452479694,18.119395734629677,26.387730452479694,2.9618492899652296,50,90,10,0,0,0,0,0,0,2.9618492899652296,0,3.8548752834468183,0,3.8548752834468183,100,100,0,0,100,100,0,1,0,0,0,1,0
1596654900,14.23,14.23,14.23,14.23,100,282.75,NaN,14.850556154071025,0,0,12.999,11.761000000000001,14.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.3,14.33,14.436978542570582,14.850556154071025,14.28357494268853,14.850556154071025,1,0,0,13.945400000000001,14.436978542570582,14.850556154071025,0,14.065875944287894,14.764124055712106,13.5185,13.965,0,0,0,0,0,16.864722792704057,25.117996097842944,16.864722792704057,25.117996097842944,1.1850066199383633,50,90,10,0,0,0,0,0,0,1.1850066199383633,0,0,0,0,100,100,0,0,100,100,0,1,0,0,0,1,0
1596720600,13.88,13.88,13.86,13.86,200,277.75,NaN,14.768178045077724,0,0,12.999,11.761000000000001,13.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.23,14.23,14.325582834056465,14.768178045077724,13.855352871166074,14.768178045077724,0,0,0,13.945400000000001,14.325582834056465,14.768178045077724,0,13.667956233981617,14.792043766018384,13.167,13.965,0,0,0,0,0,16.008175611306726,23.90335336630478,16.008175611306726,23.90335336630478,0.16140316431317103,50,90,10,0,0,0,0,0,0,0.16140316431317103,0,0,0,0,100,100,0,0,100,100,0,1,0,0,0,1,0
1596721500,14.21,14.25,14.21,14.25,400,287.75,NaN,14.768178045077724,0,0,12.999,11.761000000000001,14.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.86,13.88,14.310466267245173,14.768178045077724,13.855352871166074,14.768178045077724,0,0,0,13.945400000000001,14.310466267245173,14.768178045077724,0,13.639887931554357,14.770112068445643,13.4975,13.965,0,0,0,0,0,3.0421498958693576,21.121859570246723,3.0421498958693576,21.121859570246723,64.60847143010986,50,90,10,0,0,0,0,0,0,64.60847143010986,17.56756756756759,5.8558558558558635,17.56756756756759,5.8558558558558635,100,100,0,0,100,100,0,1,0,0,0,1,0
1596726900,14.11,14.11,14.11,14.11,100,277.75,NaN,14.741072435029203,0,0,12.999,11.761000000000001,14.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.21,14.25,14.270373013796139,14.741072435029203,13.855352871166074,14.741072435029203,0,0,0,13.945400000000001,14.270373013796139,14.741072435029203,0,13.640610222157617,14.669389777842381,13.404499999999999,13.965,0,0,0,1,0,30.015165710660284,22.307633722301865,30.015165710660284,22.307633722301865,44.14820862900238,50,90,10,0,0,0,0,0,0,44.14820862900238,28.828828828828847,15.46546546546548,28.828828828828847,15.46546546546548,100,100,0,0,100,100,0,0,0,0,0,1,0
1596727800,14.01,14.01,14.01,14.01,100,277.75,NaN,14.681885356385266,0,0,12.999,11.761000000000001,14.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.11,14.11,14.218298411036912,14.681885356385266,13.855352871166074,14.681885356385266,0,0,0,13.945400000000001,14.218298411036912,14.681885356385266,0,13.645566634860645,14.564433365139354,13.3095,13.965,0,0,0,1,0,29.99657755144206,23.33282623285389,29.99657755144206,23.33282623285389,30.39670451202963,50,90,10,0,0,0,0,0,0,30.39670451202963,35.58558558558562,27.327327327327353,35.58558558558562,27.327327327327353,100,100,0,0,100,100,0,0,0,0,0,1,0
1596729600,13.73,13.76,13.73,13.76,400,287.75,NaN,14.605909551455037,0,0,12.999,11.761000000000001,13.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.01,14.01,14.126638728829532,14.605909551455037,13.855352871166074,14.605909551455037,1,0,0,13.945400000000001,14.126638728829532,14.605909551455037,0,13.50088330379917,14.55911669620083,13.042,13.042,0,1,0,1,0,29.428797889781606,24.145622453777584,29.428797889781606,24.145622453777584,11.885668351596905,50,90,10,0,0,0,0,0,0,11.885668351596905,19.16744330537433,27.8606192399296,19.16744330537433,27.8606192399296,100,100,0,0,100,100,0,0,0,0,0,1,0
1596731400,13.56,13.56,13.56,13.56,100,277.75,NaN,14.497612188079735,0,0,12.999,11.761000000000001,13.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.73,13.76,14.013310983063626,14.497612188079735,13.511877622555039,14.497612188079735,0,0,0,13.945400000000001,14.013310983063626,14.497612188079735,0,13.32582021067066,14.48417978932934,12.882,13.042,0,0,0,1,0,24.561263242097382,24.201041225553556,24.561263242097382,24.201041225553556,6.0199781277650715,50,90,10,0,0,0,0,0,0,6.0199781277650715,7.906182044113071,20.88640364502434,7.906182044113071,20.88640364502434,100,100,0,0,100,100,0,0,0,0,0,1,0
1596732300,13.6,13.6,13.6,13.6,100,237.75,NaN,14.39977077459134,0,0,12.999,11.761000000000001,13.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.56,13.56,13.930648786450902,14.39977077459134,13.511877622555039,14.39977077459134,0,0,0,13.945400000000001,13.930648786450902,14.39977077459134,0,13.338261624194184,14.471738375805817,12.92,13.042,0,0,0,0,0,23.319073193180287,24.083445487903788,23.319073193180287,24.083445487903788,21.51350953696179,50,90,10,0,0,0,0,0,0,21.51350953696179,2.431476569407556,9.835033972964984,2.431476569407556,9.835033972964984,100,100,0,0,100,100,0,1,0,0,0,1,0
1596733200,13.65,13.71,13.65,13.71,215,233.5,NaN,14.34984426779531,0,0,12.999,11.761000000000001,13.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.6,13.6,13.886519029160723,14.34984426779531,13.511877622555039,14.34984426779531,0,0,0,13.945400000000001,13.886519029160723,14.34984426779531,0,13.34231436532317,14.46768563467683,12.964500000000001,13.042,0,0,0,0,0,22.317053078133668,23.847926499934438,22.317053078133668,23.847926499934438,58.83710510157206,50,90,10,0,0,0,0,0,0,58.83710510157206,6.089743589743581,5.4758007344214015,6.089743589743581,5.4758007344214015,100,100,0,0,100,100,1,1,0,0,0,1,0
1596734100,13.6,13.6,13.51,13.51,950,276,NaN,14.298235243686726,0,0,12.999,11.761000000000001,13.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.65,13.71,13.82921522332858,14.298235243686726,13.511877622555039,14.298235243686726,1,0,0,13.945400000000001,13.82921522332858,14.298235243686726,0,13.286434767800086,14.333565232199913,12.8345,13.042,1,0,0,0,0,21.012252742333146,23.4698366655876,21.012252742333146,23.4698366655876,21.558035848649737,50,90,10,0,0,0,0,0,0,21.558035848649737,6.089743589743581,4.870321249631572,6.089743589743581,4.870321249631572,100,100,0,0,100,100,0,1,0,0,0,1,0
1596735000,13.5,13.5,13.5,13.5,100,246,NaN,14.214099698172756,0,0,12.999,11.761000000000001,13.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.51,13.6,13.763372178662866,14.214099698172756,13.511877622555039,14.214099698172756,0,0,0,13.945400000000001,13.763372178662866,14.214099698172756,0,13.291332284385794,14.218667715614206,12.825,13.042,0,0,0,0,0,16.38852161608969,22.525661325654546,16.38852161608969,22.525661325654546,20.273510384139797,50,90,10,0,0,0,0,0,0,20.273510384139797,4.807692307692326,5.662393162393161,4.807692307692326,5.662393162393161,100,100,0,0,100,100,0,1,0,0,0,1,0
1596735900,13.51,13.52,13.51,13.52,500,261,NaN,14.149144949127272,0,0,12.999,11.761000000000001,13.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.5,13.5,13.714697742930294,14.149144949127272,13.25497267202154,14.149144949127272,0,0,0,13.945400000000001,13.714697742930294,14.149144949127272,0,13.304094264072523,13.955905735927477,12.834,13.042,0,0,0,0,0,16.081362185059106,21.66642144024182,16.081362185059106,21.66642144024182,35.61815794818011,50,90,10,0,0,0,0,0,0,35.61815794818011,0.7843137254901826,3.8939165409753613,0.7843137254901826,3.8939165409753613,100,100,0,0,100,100,0,1,0,0,0,1,0
1596737700,13.69,13.77,13.69,13.77,400,273.25,NaN,14.149144949127272,0,0,12.999,11.761000000000001,13.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.51,13.52,13.715289781621344,14.149144949127272,13.25497267202154,14.149144949127272,0,0,0,13.945400000000001,13.715289781621344,14.149144949127272,0,13.291301816638772,13.978698183361228,13.0015,13.042,0,0,0,0,0,14.864509147458563,20.75949980120405,14.864509147458563,20.75949980120405,88.9219394250301,50,90,10,0,0,0,0,0,0,88.9219394250301,11.627687219466068,5.739897750882857,11.627687219466068,5.739897750882857,100,100,0,0,100,100,1,1,0,0,0,1,0
1596739500,13.62,13.62,13.62,13.62,100,273.25,NaN,14.149144949127272,0,0,12.999,11.761000000000001,13.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.69,13.77,13.715289781621344,14.149144949127272,13.25497267202154,14.149144949127272,0,0,0,13.945400000000001,13.715289781621344,14.149144949127272,0,13.290137401164573,13.979862598835426,12.939,13.042,0,0,0,0,0,15.473342203440993,20.054678788168975,15.473342203440993,20.054678788168975,44.605529714609574,50,90,10,0,1,0,1,0,0,44.605529714609574,16.961020552799365,9.791007165918536,16.961020552799365,9.791007165918536,100,100,0,0,100,100,0,1,0,0,0,1,0
